age_Ma,ice_extent,total_suture,within_10_suture,within_15_suture,within_20_suture,greater_10_suture,greater_15_suture,greater_20_suture,greater_40_suture,continental_arc_Cao2017
0,50,29114.370081264606,10233.313180186242,11972.730314740127,13674.23089590366,18881.056901078366,17141.63976652448,15440.139185360946,3689.227180334098,14000
5,30,28061.877613432545,8818.200266815418,10553.927373637125,12729.422073453137,19243.67734661713,17507.95023979542,15332.455539979408,3616.4767458241654,14000
10,30,25682.233038524922,7084.341401871735,9184.92483963025,10615.484957418765,18597.89163665319,16497.308198894672,15066.748081106158,3356.2417170882145,14000
15,20,21101.266940388694,5765.594027003808,8349.399316524052,9352.259489972768,15335.672913384886,12751.867623864642,11749.007450415926,3129.2138438052507,14000
20,20,19212.111487563736,5649.292565379063,6928.801253519377,7516.420682495159,13562.818922184673,12283.310234044358,11695.690805068578,3037.6222691695575,14000
25,20,8294.10411330698,1789.4126316480144,2386.790531846964,2941.230725193322,6504.691481658965,5907.3135814600155,5352.873388113658,592.2597816125385,16500
30,30,11580.643142871084,1665.8590985693174,2316.9424713461913,4204.852977493061,9914.784044301767,9263.700671524894,7375.790165378023,1364.6749232722736,16500
35,10,15858.726133913005,1522.6736943952028,2224.961823973089,4593.572905591414,14336.052439517804,13633.764309939917,11265.153228321591,2779.121134212683,16500
40,0,18819.810621453173,2573.099131728627,5817.096013418583,7971.6551068548815,16246.711489724545,13002.714608034588,10848.155514598291,2514.374659138702,23600
45,0,15281.969145477711,2876.4132354281137,6653.554138650083,8574.018211952634,12405.555910049598,8628.415006827629,6707.950933525077,1608.3619225665898,23600
50,0,16585.70240609353,6330.563481162227,9079.231749697554,9867.794183392243,10255.138924931303,7506.470656395975,6717.908222701286,1622.6059910857105,24200
55,0,8986.257818002114,4870.759846369964,5922.980383131227,7158.965114338283,4115.4979716321495,3063.2774348708863,1827.2927036638312,0.0,24200
60,0,9000.089832004287,4930.029781671419,5920.485303224814,7159.973974441242,4070.060050332868,3079.604528779473,1840.1158575630452,0.0,20200
65,0,5447.916681431005,120.32975289952297,1424.5843356634296,2855.7723797072204,5327.586928531482,4023.332345767575,2592.1443017237843,0.0,31700
70,0,4965.147650910392,0.0,483.39843886857983,1574.6314521129093,4965.147650910392,4481.749212041813,3390.516198797483,802.804746514588,31700
75,0,7329.0926481560255,1468.8166281901108,2208.5777321862024,4231.905478820917,5860.276019965915,5120.514915969823,3097.1871693351086,832.2878721532738,31700
80,0,11366.031181690752,1575.2244097241378,2530.425152996053,4340.973765680195,9790.806771966614,8835.6060286947,7025.057416010557,2426.2494836648843,35200
85,0,10537.247056627932,1633.4692503644853,2743.7318198017306,4252.998065042611,8903.777806263446,7793.515236826201,6284.24899158532,2455.823904273002,35200
90,0,13758.395649777136,1717.4453083940134,2951.2520502077546,4264.860462886878,12040.950341383123,10807.143599569381,9493.535186890258,5665.11009957742,35200
95,0,5674.502471339768,0.0,0.0,0.0,5674.502471339768,5674.502471339768,5674.502471339768,5674.502471339768,35200
100,0,5759.873757651401,0.0,0.0,0.0,5759.873757651401,5759.873757651401,5759.873757651401,5759.873757651401,37500
105,0,3206.0638114828275,0.0,0.0,0.0,3206.0638114828275,3206.0638114828275,3206.0638114828275,3206.0638114828275,37500
110,0,4124.9344133603445,0.0,0.0,0.0,4124.9344133603445,4124.9344133603445,4124.9344133603445,4124.9344133603445,34000
115,0,4084.6006246879947,0.0,0.0,0.0,4084.6006246879947,4084.6006246879947,4084.6006246879947,4084.6006246879947,34000
120,0,5184.402970752882,549.7731849393106,1101.8171983949153,1101.8171983949153,4634.629785813571,4082.5857723579666,4082.5857723579666,4082.585772357966,31140
125,0,5176.681775434854,467.2297905766707,1073.3309610612587,1101.8171983953239,4709.451984858183,4103.350814373595,4074.86457703953,4074.864577039531,31140
130,0,5259.776219102635,397.51202387310093,1005.7801768137725,1101.817198395145,4862.264195229534,4253.996042288863,4157.95902070749,4157.95902070749,31140
135,0,4892.928643359382,490.92695888721096,1101.8171983951493,1101.8171983951493,4402.00168447217,3791.1114449642323,3791.1114449642323,3791.1114449642328,31140
140,0,8031.9966688441355,582.1856302534679,1101.8171983955485,1101.8171983955485,7449.8110385906675,6930.179470448587,6930.179470448587,6930.1794704485865,31140
145,0,8054.6996023445445,334.9049273176428,966.9030321107862,1112.0643230882788,7719.794675026902,7087.796570233759,6942.635279256266,6942.635279256267,30740
150,0,5135.722261551132,130.00004222296442,796.8110248825759,1101.817198394629,5005.722219328168,4338.911236668556,4033.905063156503,4033.905063156502,33140
155,0,5157.138984322532,97.6906991056005,763.4309541749735,1101.817198395096,5059.448285216932,4393.708030147559,4055.3217859274364,4055.321785927436,33140
160,0,4033.9050631592336,0.0,0.0,0.0,4033.9050631592336,4033.9050631592336,4033.9050631592336,4033.9050631592336,32740
165,0,868.8007655574886,0.0,0.0,0.0,868.8007655574886,868.8007655574886,868.8007655574886,868.8007655574886,32740
170,0,877.0671486159821,0.0,0.0,0.0,877.0671486159821,877.0671486159821,877.0671486159821,877.0671486159821,31600
175,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31600
180,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31600
185,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31600
190,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31600
195,0,3107.222728610225,0.0,0.0,0.0,3107.222728610225,3107.222728610225,3107.222728610225,577.8253958680514,31600
200,0,3120.5518598006174,0.0,0.0,0.0,3120.5518598006174,3120.5518598006174,3120.5518598006174,2256.401557196379,21800
205,0,3187.0432422373437,0.0,0.0,0.0,3187.0432422373437,3187.0432422373437,3187.0432422373437,2782.47007233149,21800
210,0,9283.202391710553,0.0,0.0,0.0,9283.202391710553,9283.202391710553,9283.202391710553,6849.709373929408,21800
215,0,9330.034499205887,0.0,0.0,0.0,9330.034499205887,9330.034499205887,9330.034499205887,6599.899597321181,21800
220,0,9281.178034950646,0.0,0.0,0.0,9281.178034950646,9281.178034950646,9281.178034950646,5860.345535306754,21800
225,0,9251.771687516935,0.0,0.0,0.0,9251.771687516935,9251.771687516935,9251.771687516935,5062.170011689742,21800
230,0,13216.705284962449,0.0,628.3367945577104,1259.914544323697,13216.705284962449,12588.368490404739,11956.790740638751,4194.851219741191,22900
235,0,12086.054735326246,1984.802058974636,2322.5351088845364,2966.522130242764,10101.25267635161,9763.51962644171,9119.532605083483,3082.7986975598737,22900
240,0,17856.47807631699,2149.360985716351,2869.4261229825884,3781.2475408139762,15707.117090600641,14987.051953334403,14075.230535503015,6365.6049214275645,29300
245,0,17902.003094910244,1103.113056882382,2875.53225885687,3510.6185845712916,16798.89003802786,15026.470836053373,14391.384510338952,6490.849966461639,29300
250,0,19389.295008526176,0.0,0.0,2998.034330663586,19389.295008526176,19389.295008526176,16391.260677862592,6098.132461101267,17550
255,0,8335.168662337142,0.0,0.0,227.80284585163207,8335.168662337142,8335.168662337142,8107.365816485511,3195.7841061078675,17550
260,10,8361.27762100028,0.0,0.0,335.0086271798396,8361.27762100028,8361.27762100028,8026.268993820439,3126.884821203932,17550
265,10,9915.928023565699,0.0,0.0,258.35674370629744,9915.928023565699,9915.928023565699,9657.571279859401,2942.510082506195,17550
270,10,6622.683647217787,0.0,0.0,1142.3273001226946,6622.683647217787,6622.683647217787,5480.356347095093,1256.3924801766825,15500
275,10,6655.028880639198,0.0,542.2912735449931,2069.8563860245986,6655.028880639198,6112.737607094205,4585.1724946146,342.2134204635912,15500
280,20,6592.832413803729,0.0,1374.8330796547061,2428.2897323698426,6592.832413803729,5217.999334149023,4164.542681433886,0.0,14750
285,20,6581.081895207928,0.0,1455.4469401950244,2447.759049767221,6581.081895207928,5125.634955012903,4133.322845440707,0.0,14750
290,20,6590.944398613534,0.0,1621.8212893037232,2494.6897262165503,6590.944398613534,4969.12310930981,4096.254672396984,0.0,16550
295,30,9580.793165656058,3038.0207941007707,4767.063309241783,5883.222044690377,6542.7723715552875,4813.729856414275,3697.571120965681,0.0,16550
300,50,15147.573083293195,6495.413902470773,8925.265016014177,9365.954547354055,8652.159180822422,6222.308067279018,5781.61853593914,2328.9561651057497,11600
305,50,15113.588654924799,4356.7719685152315,8921.850286826832,9649.65321373989,10756.816686409567,6191.738368097967,5463.935441184909,2327.2544097935565,11600
310,40,15143.175459322478,3948.4122935961714,7990.990994827245,9986.010651276647,11194.763165726306,7152.1844644952325,5157.164808045831,2313.5644756778843,11600
315,40,15073.667506409918,3083.663656406578,5342.703561953389,9609.123065635897,11990.00385000334,9730.96394445653,5464.5444407740215,2313.5644756775505,11600
320,40,11227.993007118675,2255.1656043235553,2255.1656043235553,4194.933241696088,8972.82740279512,8972.82740279512,7033.059765422588,2318.5830204775752,12540
325,40,11230.528649466112,2262.719791471247,3756.018915682127,4429.93734009297,8967.808857994865,7474.509733783985,6800.591309373142,2313.564475677498,12540
330,40,13242.756491076532,2488.867663366104,4327.017387438496,4947.066316892995,10753.888827710429,8915.739103638036,8295.690174183537,2315.3806573893708,17140
335,20,10935.337257301155,383.2537321493354,893.6503900742853,2314.0252958881274,10552.08352515182,10041.68686722687,8621.311961413026,2318.346037495654,17140
340,0,4291.611524660291,132.04916531783655,401.45710221087654,401.45710221087654,4159.562359342454,3890.1544224494146,3890.1544224494146,2313.5644756778347,16090
345,0,4273.408154602139,0.0,383.2537321530374,383.2537321530374,4273.408154602139,3890.1544224491017,3890.1544224491017,2640.575998747011,16090
350,0,5369.464376367673,0.0,0.0,383.2537321523387,5369.464376367673,5369.464376367673,4986.2106442153345,2924.5034707740947,11490
355,0,5368.077164763077,0.0,0.0,383.25373215250386,5368.077164763077,5368.077164763077,4984.823432610573,2700.867475706957,11490
360,20,10654.677774834743,2654.926192033552,2654.926192033552,3175.13996096015,7999.751582801191,7999.751582801191,7479.537813874593,3307.4470638961684,9690
365,10,6787.58648535147,2698.3440140910097,2956.6626185022915,3094.9472836555765,4089.2424712604607,3830.923866849179,3692.639201695894,870.1210734832954,9690
370,0,6728.523157709165,2647.660352907262,3030.914085060975,3030.914085060975,4080.862804801903,3697.6090726481902,3697.6090726481902,1023.6816597845288,8750
375,0,6737.936178310381,2654.3358461272624,3037.589578277586,3037.589578277586,4083.600332183119,3700.3466000327953,3700.3466000327953,1354.4861855937247,8000
380,0,4075.8929338477624,0.0,383.25373215237437,383.25373215237437,4075.8929338477624,3692.639201695388,3692.639201695388,1748.0358530670874,10300
385,0,2347.306140912344,0.0,218.95413323251537,385.2150932810134,2347.306140912344,2128.3520076798286,1962.0910476313304,1748.0358530671338,10300
390,0,2356.188699017176,0.0,92.36863670260985,394.09738286770107,2356.188699017176,2263.8200623145663,1962.091316149475,1797.1410842272057,10300
395,0,1253.3748056357165,0.0,0.0,383.2537321524338,1253.3748056357165,1253.3748056357165,870.1210734832827,870.1210734832827,10300
400,0,2613.9678334657906,0.0,0.0,383.25373215110324,2613.9678334657906,2613.9678334657906,2230.7141013146875,1656.332689674371,14000
405,0,1734.3969243960623,0.0,34.17336099838737,383.25373215050143,1734.3969243960623,1700.223563397675,1351.1431922455608,786.2116161907371,9400
410,0,2173.2786993151685,0.0,187.27034149804436,397.830169088161,2173.2786993151685,1986.008357817124,1775.4485302270075,470.53526230861814,9400
415,0,2499.652374562769,0.0,720.4984786156834,724.2038443363128,2499.652374562769,1779.1538959470859,1775.4485302264563,0.0,9400
420,0,5275.188108771713,697.1749727184338,1504.8554186854328,2564.272469379337,4578.01313605328,3770.3326900862803,2710.915639392376,0.0,12725
425,0,3899.664690996431,1102.428684914844,2010.7830034565436,2633.0818477304174,2797.236006081587,1888.8816875398875,1266.5828432660137,0.0,12725
430,0,8937.101629707668,4779.08798104507,5276.723712226808,6328.28945137265,4158.013648662598,3660.3779174808597,2608.812178335018,0.0,16225
435,0,8562.03618941968,3944.642465860827,5288.235005270855,5965.154859466274,4617.393723558853,3273.801184148824,2596.881329953406,0.0,16225
440,10,11534.19077859695,4018.9020355195316,8267.431580760407,9800.073383854287,7515.288743077419,3266.7591978365435,1734.1173947426632,0.0,16225
445,50,14174.698025899006,7396.560880824603,11655.40403068089,13464.80249990804,6778.137145074403,2519.293995218117,709.8955259909653,276.71573923008407,16225
450,30,12266.000705396858,6885.536955332604,9715.519136211744,10969.490052726402,5380.463750064255,2550.4815691851145,1296.5106526704567,0.0,12775
455,15,12035.694774675256,6766.273436221934,8641.79516691811,9926.996157766589,5269.421338453321,3393.8996077571464,2108.6986169086667,0.0,12775
460,0,10624.973783640307,5634.242922531614,6358.427103259468,7825.127354261257,4990.730861108694,4266.5466803808395,2799.8464293790503,0.0,9750
465,0,10646.150136728662,5648.110183608667,6213.728855665115,7096.739962977377,4998.039953119995,4432.421281063547,3549.4101737512847,0.0,9750
470,0,4437.221787941971,1389.0934444120849,2040.8656910617417,2827.882593567922,3048.1283435298865,2396.3560968802294,1609.3391943740494,0.0,9750
475,0,4131.964757761763,1085.7526951884386,1636.9979189423857,2529.213860497392,3046.212062573325,2494.9668388193777,1602.7508972643714,0.0,9750
480,0,2524.541844344746,1318.5131278748722,1510.058033169989,2524.5418443447466,1206.0287164698739,1014.4838111747572,-4.547473508864641e-13,0.0,15150
485,0,2637.683021016835,1583.6441872598164,1623.1992098418616,2043.3602693319958,1054.0388337570187,1014.4838111749734,594.3227516848392,0.0,15150
490,0,1613.505102975722,1610.409468761918,1613.505102975722,1613.505102975722,3.0956342138038053,0.0,0.0,0.0,20515
495,0,424.3053379811006,424.3053379811006,424.3053379811006,424.3053379811006,0.0,0.0,0.0,0.0,20515
500,0,424.305337981092,424.305337981092,424.305337981092,424.305337981092,0.0,0.0,0.0,0.0,16575
505,0,424.3053379810262,424.3053379810262,424.3053379810262,424.3053379810262,0.0,0.0,0.0,0.0,16575
510,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14375
515,0,1750.934831465895,0.0,0.0,0.0,1750.934831465895,1750.934831465895,1750.934831465895,1227.7988635009992,15075
520,0,2096.501005881243,0.0,0.0,0.0,2096.501005881243,2096.501005881243,2096.501005881243,2096.501005881243,15075
